ID1,ID2,r,r_cat
6002440,6002101,0.0625,"[0,0.125)"
6002440,6002102,0.0625,"[0,0.125)"
6002440,6002108,0.25,"[0.25,0.5)"
6002440,6002109,0.25,"[0.25,0.5)"
6002440,6002111,0.125,"[0.125,0.25)"
6002440,6002112,0.125,"[0.125,0.25)"
6002440,6002180,0.0625,"[0,0.125)"
6002440,6002181,0.03125,"[0,0.125)"
6002440,6002182,0.03125,"[0,0.125)"
6002440,6002183,0.015625,"[0,0.125)"
6002440,6002218,0.25,"[0.25,0.5)"
6002440,6002219,0.25,"[0.25,0.5)"
6002440,6002221,0.125,"[0.125,0.25)"
6002440,6002222,0.125,"[0.125,0.25)"
6002440,6002272,0.125,"[0.125,0.25)"
6002440,6002273,0.0625,"[0,0.125)"
6002440,6002275,0.03125,"[0,0.125)"
6002440,6002276,0.03125,"[0,0.125)"
6002440,6002282,0.1875,"[0.125,0.25)"
6002440,6002283,0.125,"[0.125,0.25)"
6002440,6002285,0.09375,"[0,0.125)"
6002440,6002286,0.09375,"[0,0.125)"
6002440,6002341,0.0625,"[0,0.125)"
6002440,6002342,0.03125,"[0,0.125)"
6002440,6002344,0.015625,"[0,0.125)"
6002440,6002345,0.015625,"[0,0.125)"
6002440,6002359,0.125,"[0.125,0.25)"
6002440,6002360,0.0625,"[0,0.125)"
6002440,6002362,0.03125,"[0,0.125)"
6002440,6002363,0.03125,"[0,0.125)"
6002440,6002369,0.03125,"[0,0.125)"
6002440,6002371,0.015625,"[0,0.125)"
6002440,6002372,0.015625,"[0,0.125)"
6002440,6002437,0.5,"[0.5,1)"
6002440,6002438,0.5,"[0.5,1)"
6002440,6002439,0.5,"[0.5,1)"
6002440,6002503,0.0625,"[0,0.125)"
6002440,6002504,0.03125,"[0,0.125)"
6002440,6002706,0.25,"[0.25,0.5)"
6002440,6002785,0.125,"[0.125,0.25)"
6002440,6002786,0.125,"[0.125,0.25)"
6002440,6002787,0.25,"[0.25,0.5)"
6002440,6002870,0.125,"[0.125,0.25)"
6002440,6002871,0.125,"[0.125,0.25)"
6002441,6002242,0.5,"[0.5,1)"
6002441,6002243,0.25,"[0.25,0.5)"
6002441,6002355,0.5,"[0.5,1)"
6002441,6002356,0.25,"[0.25,0.5)"
6002441,6002442,0.5,"[0.5,1)"
6002441,6002443,0.5,"[0.5,1)"
6002441,6002892,0.5,"[0.5,1)"
6002441,6002893,0.5,"[0.5,1)"
6002442,6002242,0.25,"[0.25,0.5)"
6002442,6002243,0.125,"[0.125,0.25)"
6002442,6002355,0.25,"[0.25,0.5)"
6002442,6002356,0.125,"[0.125,0.25)"
6002442,6002441,0.5,"[0.5,1)"
6002442,6002443,0.5,"[0.5,1)"
6002442,6002892,0.25,"[0.25,0.5)"
6002442,6002893,0.25,"[0.25,0.5)"
6002442,6003034,0.5,"[0.5,1)"
6002443,6002242,0.25,"[0.25,0.5)"
6002443,6002243,0.125,"[0.125,0.25)"
6002443,6002355,0.25,"[0.25,0.5)"
6002443,6002356,0.125,"[0.125,0.25)"
6002443,6002441,0.5,"[0.5,1)"
6002443,6002442,0.5,"[0.5,1)"
6002443,6002892,0.25,"[0.25,0.5)"
6002443,6002893,0.25,"[0.25,0.5)"
6002443,6003034,0.5,"[0.5,1)"
6002444,6002445,0.5,"[0.5,1)"
6002444,6002446,0.5,"[0.5,1)"
6002444,6002447,0.5,"[0.5,1)"
6002444,6003035,0.5,"[0.5,1)"
6002444,6003036,0.5,"[0.5,1)"
6002445,6002422,0.25,"[0.25,0.5)"
6002445,6002423,0.125,"[0.125,0.25)"
6002445,6002424,0.125,"[0.125,0.25)"
6002445,6002425,0.125,"[0.125,0.25)"
6002445,6002432,0.25,"[0.25,0.5)"
6002445,6002434,0.125,"[0.125,0.25)"
6002445,6002444,0.5,"[0.5,1)"
6002445,6002446,0.5,"[0.5,1)"
6002445,6002447,0.5,"[0.5,1)"
6002445,6002448,0.5,"[0.5,1)"
6002445,6003010,0.25,"[0.25,0.5)"
6002445,6003011,0.25,"[0.25,0.5)"
6002445,6003035,0.25,"[0.25,0.5)"
6002445,6003036,0.25,"[0.25,0.5)"
6002446,6002422,0.25,"[0.25,0.5)"
6002446,6002423,0.125,"[0.125,0.25)"
6002446,6002424,0.125,"[0.125,0.25)"
6002446,6002425,0.125,"[0.125,0.25)"
6002446,6002432,0.25,"[0.25,0.5)"
6002446,6002434,0.125,"[0.125,0.25)"
6002446,6002444,0.5,"[0.5,1)"
6002446,6002445,0.5,"[0.5,1)"
6002446,6002447,0.5,"[0.5,1)"
6002446,6002448,0.5,"[0.5,1)"
6002446,6003010,0.25,"[0.25,0.5)"
6002446,6003011,0.25,"[0.25,0.5)"
6002446,6003035,0.25,"[0.25,0.5)"
6002446,6003036,0.25,"[0.25,0.5)"
6002447,6002422,0.25,"[0.25,0.5)"
6002447,6002423,0.125,"[0.125,0.25)"
6002447,6002424,0.125,"[0.125,0.25)"
6002447,6002425,0.125,"[0.125,0.25)"
6002447,6002432,0.25,"[0.25,0.5)"
6002447,6002434,0.125,"[0.125,0.25)"
6002447,6002444,0.5,"[0.5,1)"
6002447,6002445,0.5,"[0.5,1)"
6002447,6002446,0.5,"[0.5,1)"
6002447,6002448,0.5,"[0.5,1)"
6002447,6003010,0.25,"[0.25,0.5)"
6002447,6003011,0.25,"[0.25,0.5)"
6002447,6003035,0.25,"[0.25,0.5)"
6002447,6003036,0.25,"[0.25,0.5)"
6002448,6002422,0.5,"[0.5,1)"
6002448,6002423,0.25,"[0.25,0.5)"
6002448,6002424,0.25,"[0.25,0.5)"
6002448,6002425,0.25,"[0.25,0.5)"
6002448,6002432,0.5,"[0.5,1)"
6002448,6002434,0.25,"[0.25,0.5)"
6002448,6002445,0.5,"[0.5,1)"
6002448,6002446,0.5,"[0.5,1)"
6002448,6002447,0.5,"[0.5,1)"
6002448,6003010,0.5,"[0.5,1)"
6002448,6003011,0.5,"[0.5,1)"
6002449,6002451,0.5,"[0.5,1)"
6002449,6002452,0.5,"[0.5,1)"
6002449,6003039,0.5,"[0.5,1)"
6002449,6003040,0.5,"[0.5,1)"
6002450,6002451,0.5,"[0.5,1)"
6002450,6002452,0.5,"[0.5,1)"
6002450,6003037,0.5,"[0.5,1)"
6002450,6003038,0.5,"[0.5,1)"
6002451,6002449,0.5,"[0.5,1)"
6002451,6002450,0.5,"[0.5,1)"
6002451,6002452,0.5,"[0.5,1)"
6002451,6003037,0.25,"[0.25,0.5)"
6002451,6003038,0.25,"[0.25,0.5)"
6002451,6003039,0.25,"[0.25,0.5)"
6002451,6003040,0.25,"[0.25,0.5)"
6002452,6002449,0.5,"[0.5,1)"
6002452,6002450,0.5,"[0.5,1)"
6002452,6002451,0.5,"[0.5,1)"
6002452,6003037,0.25,"[0.25,0.5)"
6002452,6003038,0.25,"[0.25,0.5)"
6002452,6003039,0.25,"[0.25,0.5)"
6002452,6003040,0.25,"[0.25,0.5)"
6002453,6002296,0.5,"[0.5,1)"
6002453,6002299,0.25,"[0.25,0.5)"
6002453,6002300,0.25,"[0.25,0.5)"
6002453,6002454,0.5,"[0.5,1)"
6002453,6002460,0.25,"[0.25,0.5)"
6002453,6002462,0.5,"[0.5,1)"
6002453,6002464,0.25,"[0.25,0.5)"
6002453,6002465,0.125,"[0.125,0.25)"
6002453,6002466,0.125,"[0.125,0.25)"
6002453,6002930,0.5,"[0.5,1)"
6002453,6002931,0.5,"[0.5,1)"
6002454,6002296,0.25,"[0.25,0.5)"
6002454,6002299,0.125,"[0.125,0.25)"
6002454,6002300,0.125,"[0.125,0.25)"
6002454,6002453,0.5,"[0.5,1)"
6002454,6002460,0.125,"[0.125,0.25)"
6002454,6002462,0.25,"[0.25,0.5)"
6002454,6002464,0.125,"[0.125,0.25)"
6002454,6002465,0.0625,"[0,0.125)"
6002454,6002466,0.0625,"[0,0.125)"
6002454,6002930,0.25,"[0.25,0.5)"
6002454,6002931,0.25,"[0.25,0.5)"
6002454,6003041,0.5,"[0.5,1)"
6002455,6002263,0.25,"[0.25,0.5)"
6002455,6002264,0.25,"[0.25,0.5)"
6002455,6002265,0.125,"[0.125,0.25)"
6002455,6002456,0.5,"[0.5,1)"
6002455,6002458,0.5,"[0.5,1)"
6002455,6002459,0.5,"[0.5,1)"
6002455,6002486,0.25,"[0.25,0.5)"
6002455,6002488,0.125,"[0.125,0.25)"
6002455,6002909,0.25,"[0.25,0.5)"
6002455,6002910,0.125,"[0.125,0.25)"
6002455,6002911,0.125,"[0.125,0.25)"
6002455,6003042,0.5,"[0.5,1)"
6002456,6002263,0.5,"[0.5,1)"
6002456,6002264,0.5,"[0.5,1)"
6002456,6002265,0.25,"[0.25,0.5)"
6002456,6002455,0.5,"[0.5,1)"
6002456,6002458,0.25,"[0.25,0.5)"
6002456,6002459,0.25,"[0.25,0.5)"
6002456,6002486,0.5,"[0.5,1)"
6002456,6002488,0.25,"[0.25,0.5)"
6002456,6002909,0.5,"[0.5,1)"
6002456,6002910,0.25,"[0.25,0.5)"
6002456,6002911,0.25,"[0.25,0.5)"
6002457,6002458,0.5,"[0.5,1)"
6002457,6002459,0.5,"[0.5,1)"
6002457,6003043,0.5,"[0.5,1)"
6002457,6003044,0.5,"[0.5,1)"
6002458,6002263,0.125,"[0.125,0.25)"
6002458,6002264,0.125,"[0.125,0.25)"
6002458,6002265,0.0625,"[0,0.125)"
6002458,6002455,0.5,"[0.5,1)"
6002458,6002456,0.25,"[0.25,0.5)"
6002458,6002457,0.5,"[0.5,1)"
6002458,6002459,0.5,"[0.5,1)"
6002458,6002486,0.125,"[0.125,0.25)"
6002458,6002488,0.0625,"[0,0.125)"
6002458,6002909,0.125,"[0.125,0.25)"
6002458,6002910,0.0625,"[0,0.125)"
6002458,6002911,0.0625,"[0,0.125)"
6002458,6003042,0.25,"[0.25,0.5)"
6002458,6003043,0.25,"[0.25,0.5)"
6002458,6003044,0.25,"[0.25,0.5)"
6002459,6002263,0.125,"[0.125,0.25)"
6002459,6002264,0.125,"[0.125,0.25)"
6002459,6002265,0.0625,"[0,0.125)"
6002459,6002455,0.5,"[0.5,1)"
6002459,6002456,0.25,"[0.25,0.5)"
6002459,6002457,0.5,"[0.5,1)"
6002459,6002458,0.5,"[0.5,1)"
6002459,6002486,0.125,"[0.125,0.25)"
6002459,6002488,0.0625,"[0,0.125)"
6002459,6002909,0.125,"[0.125,0.25)"
6002459,6002910,0.0625,"[0,0.125)"
6002459,6002911,0.0625,"[0,0.125)"
6002459,6003042,0.25,"[0.25,0.5)"
6002459,6003043,0.25,"[0.25,0.5)"
6002459,6003044,0.25,"[0.25,0.5)"
6002460,6002029,0.0625,"[0,0.125)"
6002460,6002031,0.03125,"[0,0.125)"
6002460,6002145,0.125,"[0.125,0.25)"
6002460,6002146,0.0625,"[0,0.125)"
6002460,6002148,0.03125,"[0,0.125)"
6002460,6002149,0.03125,"[0,0.125)"
6002460,6002201,0.0625,"[0,0.125)"
6002460,6002203,0.03125,"[0,0.125)"
6002460,6002204,0.03125,"[0,0.125)"
6002460,6002206,0.25,"[0.25,0.5)"
6002460,6002207,0.25,"[0.25,0.5)"
6002460,6002208,0.25,"[0.25,0.5)"
6002460,6002209,0.125,"[0.125,0.25)"
6002460,6002211,0.0625,"[0,0.125)"
6002460,6002212,0.0625,"[0,0.125)"
6002460,6002296,0.25,"[0.25,0.5)"
6002460,6002299,0.125,"[0.125,0.25)"
6002460,6002300,0.125,"[0.125,0.25)"
6002460,6002379,0.25,"[0.25,0.5)"
6002460,6002380,0.125,"[0.125,0.25)"
6002460,6002381,0.125,"[0.125,0.25)"
6002460,6002382,0.125,"[0.125,0.25)"
6002460,6002408,0.03125,"[0,0.125)"
6002460,6002409,0.0625,"[0,0.125)"
6002460,6002453,0.25,"[0.25,0.5)"
6002460,6002454,0.125,"[0.125,0.25)"
6002460,6002462,0.5,"[0.5,1)"
6002460,6002463,0.5,"[0.5,1)"
6002460,6002464,0.5,"[0.5,1)"
6002460,6002465,0.5,"[0.5,1)"
6002460,6002466,0.5,"[0.5,1)"
6002460,6002813,0.125,"[0.125,0.25)"
6002460,6002814,0.125,"[0.125,0.25)"
6002460,6002861,0.125,"[0.125,0.25)"
6002460,6002862,0.125,"[0.125,0.25)"
6002460,6002930,0.25,"[0.25,0.5)"
6002460,6002931,0.25,"[0.25,0.5)"
6002461,6003045,0.5,"[0.5,1)"
6002461,6003046,0.5,"[0.5,1)"
6002462,6002296,0.5,"[0.5,1)"
6002462,6002299,0.25,"[0.25,0.5)"
6002462,6002300,0.25,"[0.25,0.5)"
6002462,6002453,0.5,"[0.5,1)"
6002462,6002454,0.25,"[0.25,0.5)"
6002462,6002460,0.5,"[0.5,1)"
6002462,6002464,0.5,"[0.5,1)"
6002462,6002465,0.25,"[0.25,0.5)"
6002462,6002466,0.25,"[0.25,0.5)"
6002462,6002930,0.5,"[0.5,1)"
6002462,6002931,0.5,"[0.5,1)"
6002463,6002029,0.125,"[0.125,0.25)"
6002463,6002031,0.0625,"[0,0.125)"
6002463,6002145,0.25,"[0.25,0.5)"
6002463,6002146,0.125,"[0.125,0.25)"
6002463,6002148,0.0625,"[0,0.125)"
6002463,6002149,0.0625,"[0,0.125)"
6002463,6002201,0.125,"[0.125,0.25)"
6002463,6002203,0.0625,"[0,0.125)"
6002463,6002204,0.0625,"[0,0.125)"
6002463,6002206,0.5,"[0.5,1)"
6002463,6002207,0.5,"[0.5,1)"
6002463,6002208,0.5,"[0.5,1)"
6002463,6002209,0.25,"[0.25,0.5)"
6002463,6002211,0.125,"[0.125,0.25)"
6002463,6002212,0.125,"[0.125,0.25)"
6002463,6002379,0.5,"[0.5,1)"
6002463,6002380,0.25,"[0.25,0.5)"
6002463,6002381,0.25,"[0.25,0.5)"
6002463,6002382,0.25,"[0.25,0.5)"
6002463,6002408,0.0625,"[0,0.125)"
6002463,6002409,0.125,"[0.125,0.25)"
6002463,6002460,0.5,"[0.5,1)"
6002463,6002464,0.5,"[0.5,1)"
6002463,6002465,0.25,"[0.25,0.5)"
6002463,6002466,0.25,"[0.25,0.5)"
6002463,6002813,0.25,"[0.25,0.5)"
6002463,6002814,0.25,"[0.25,0.5)"
6002463,6002861,0.25,"[0.25,0.5)"
6002463,6002862,0.25,"[0.25,0.5)"
6002464,6002029,0.0625,"[0,0.125)"
6002464,6002031,0.03125,"[0,0.125)"
6002464,6002145,0.125,"[0.125,0.25)"
6002464,6002146,0.0625,"[0,0.125)"
6002464,6002148,0.03125,"[0,0.125)"
6002464,6002149,0.03125,"[0,0.125)"
6002464,6002201,0.0625,"[0,0.125)"
6002464,6002203,0.03125,"[0,0.125)"
6002464,6002204,0.03125,"[0,0.125)"
6002464,6002206,0.25,"[0.25,0.5)"
6002464,6002207,0.25,"[0.25,0.5)"
6002464,6002208,0.25,"[0.25,0.5)"
6002464,6002209,0.125,"[0.125,0.25)"
6002464,6002211,0.0625,"[0,0.125)"
6002464,6002212,0.0625,"[0,0.125)"
6002464,6002296,0.25,"[0.25,0.5)"
6002464,6002299,0.125,"[0.125,0.25)"
6002464,6002300,0.125,"[0.125,0.25)"
6002464,6002379,0.25,"[0.25,0.5)"
6002464,6002380,0.125,"[0.125,0.25)"
6002464,6002381,0.125,"[0.125,0.25)"
6002464,6002382,0.125,"[0.125,0.25)"
6002464,6002408,0.03125,"[0,0.125)"
6002464,6002409,0.0625,"[0,0.125)"
6002464,6002453,0.25,"[0.25,0.5)"
6002464,6002454,0.125,"[0.125,0.25)"
6002464,6002460,0.5,"[0.5,1)"
6002464,6002462,0.5,"[0.5,1)"
6002464,6002463,0.5,"[0.5,1)"
6002464,6002465,0.25,"[0.25,0.5)"
6002464,6002466,0.25,"[0.25,0.5)"
6002464,6002813,0.125,"[0.125,0.25)"
6002464,6002814,0.125,"[0.125,0.25)"
6002464,6002861,0.125,"[0.125,0.25)"
6002464,6002862,0.125,"[0.125,0.25)"
6002464,6002930,0.25,"[0.25,0.5)"
6002464,6002931,0.25,"[0.25,0.5)"
6002465,6002029,0.03125,"[0,0.125)"
6002465,6002031,0.015625,"[0,0.125)"
6002465,6002145,0.0625,"[0,0.125)"
6002465,6002146,0.03125,"[0,0.125)"
6002465,6002148,0.015625,"[0,0.125)"
6002465,6002149,0.015625,"[0,0.125)"
6002465,6002201,0.03125,"[0,0.125)"
6002465,6002203,0.015625,"[0,0.125)"
6002465,6002204,0.015625,"[0,0.125)"
6002465,6002206,0.125,"[0.125,0.25)"
6002465,6002207,0.125,"[0.125,0.25)"
6002465,6002208,0.125,"[0.125,0.25)"
6002465,6002209,0.0625,"[0,0.125)"
6002465,6002211,0.03125,"[0,0.125)"
6002465,6002212,0.03125,"[0,0.125)"
6002465,6002296,0.125,"[0.125,0.25)"
6002465,6002299,0.0625,"[0,0.125)"
6002465,6002300,0.0625,"[0,0.125)"
6002465,6002379,0.125,"[0.125,0.25)"
6002465,6002380,0.0625,"[0,0.125)"
6002465,6002381,0.0625,"[0,0.125)"
6002465,6002382,0.0625,"[0,0.125)"
6002465,6002408,0.015625,"[0,0.125)"
6002465,6002409,0.03125,"[0,0.125)"
6002465,6002453,0.125,"[0.125,0.25)"
6002465,6002454,0.0625,"[0,0.125)"
6002465,6002460,0.5,"[0.5,1)"
6002465,6002462,0.25,"[0.25,0.5)"
6002465,6002463,0.25,"[0.25,0.5)"
6002465,6002464,0.25,"[0.25,0.5)"
6002465,6002466,0.5,"[0.5,1)"
6002465,6002813,0.0625,"[0,0.125)"
6002465,6002814,0.0625,"[0,0.125)"
6002465,6002861,0.0625,"[0,0.125)"
6002465,6002862,0.0625,"[0,0.125)"
6002465,6002930,0.125,"[0.125,0.25)"
6002465,6002931,0.125,"[0.125,0.25)"
6002465,6003047,0.5,"[0.5,1)"
6002466,6002029,0.03125,"[0,0.125)"
6002466,6002031,0.015625,"[0,0.125)"
6002466,6002145,0.0625,"[0,0.125)"
6002466,6002146,0.03125,"[0,0.125)"
6002466,6002148,0.015625,"[0,0.125)"
6002466,6002149,0.015625,"[0,0.125)"
6002466,6002201,0.03125,"[0,0.125)"
6002466,6002203,0.015625,"[0,0.125)"
6002466,6002204,0.015625,"[0,0.125)"
6002466,6002206,0.125,"[0.125,0.25)"
6002466,6002207,0.125,"[0.125,0.25)"
6002466,6002208,0.125,"[0.125,0.25)"
6002466,6002209,0.0625,"[0,0.125)"
6002466,6002211,0.03125,"[0,0.125)"
6002466,6002212,0.03125,"[0,0.125)"
6002466,6002296,0.125,"[0.125,0.25)"
6002466,6002299,0.0625,"[0,0.125)"
6002466,6002300,0.0625,"[0,0.125)"
6002466,6002379,0.125,"[0.125,0.25)"
6002466,6002380,0.0625,"[0,0.125)"
6002466,6002381,0.0625,"[0,0.125)"
6002466,6002382,0.0625,"[0,0.125)"
6002466,6002408,0.015625,"[0,0.125)"
6002466,6002409,0.03125,"[0,0.125)"
6002466,6002453,0.125,"[0.125,0.25)"
6002466,6002454,0.0625,"[0,0.125)"
6002466,6002460,0.5,"[0.5,1)"
6002466,6002462,0.25,"[0.25,0.5)"
6002466,6002463,0.25,"[0.25,0.5)"
6002466,6002464,0.25,"[0.25,0.5)"
6002466,6002465,0.5,"[0.5,1)"
6002466,6002813,0.0625,"[0,0.125)"
6002466,6002814,0.0625,"[0,0.125)"
6002466,6002861,0.0625,"[0,0.125)"
6002466,6002862,0.0625,"[0,0.125)"
6002466,6002930,0.125,"[0.125,0.25)"
6002466,6002931,0.125,"[0.125,0.25)"
6002466,6003047,0.5,"[0.5,1)"
6002467,6002468,0.5,"[0.5,1)"
6002467,6002470,0.5,"[0.5,1)"
6002467,6002471,0.5,"[0.5,1)"
6002467,6002472,0.5,"[0.5,1)"
6002467,6002523,0.5,"[0.5,1)"
6002467,6002524,0.25,"[0.25,0.5)"
6002467,6002526,0.125,"[0.125,0.25)"
6002467,6002531,0.5,"[0.5,1)"
6002467,6002532,0.25,"[0.25,0.5)"
6002467,6002533,0.25,"[0.25,0.5)"
6002467,6002555,0.5,"[0.5,1)"
6002467,6002557,0.25,"[0.25,0.5)"
6002467,6002558,0.25,"[0.25,0.5)"
6002467,6003048,0.5,"[0.5,1)"
6002467,6003049,0.25,"[0.25,0.5)"
6002467,6003050,0.25,"[0.25,0.5)"
6002468,6002467,0.5,"[0.5,1)"
6002468,6002470,0.25,"[0.25,0.5)"
6002468,6002471,0.25,"[0.25,0.5)"
6002468,6002472,0.25,"[0.25,0.5)"
6002468,6002523,0.5,"[0.5,1)"
6002468,6002524,0.25,"[0.25,0.5)"
6002468,6002526,0.125,"[0.125,0.25)"
6002468,6002531,0.5,"[0.5,1)"
6002468,6002532,0.25,"[0.25,0.5)"
6002468,6002533,0.25,"[0.25,0.5)"
6002468,6002555,0.5,"[0.5,1)"
6002468,6002557,0.25,"[0.25,0.5)"
6002468,6002558,0.25,"[0.25,0.5)"
6002468,6003049,0.5,"[0.5,1)"
6002468,6003050,0.5,"[0.5,1)"
6002469,6002470,0.5,"[0.5,1)"
6002469,6002471,0.5,"[0.5,1)"
6002469,6002472,0.5,"[0.5,1)"
6002469,6003051,0.5,"[0.5,1)"
6002469,6003052,0.5,"[0.5,1)"
6002470,6002467,0.5,"[0.5,1)"
6002470,6002468,0.25,"[0.25,0.5)"
6002470,6002469,0.5,"[0.5,1)"
6002470,6002471,0.5,"[0.5,1)"
6002470,6002472,0.5,"[0.5,1)"
6002470,6002523,0.25,"[0.25,0.5)"
6002470,6002524,0.125,"[0.125,0.25)"
6002470,6002526,0.0625,"[0,0.125)"
6002470,6002531,0.25,"[0.25,0.5)"
6002470,6002532,0.125,"[0.125,0.25)"
6002470,6002533,0.125,"[0.125,0.25)"
6002470,6002555,0.25,"[0.25,0.5)"
6002470,6002557,0.125,"[0.125,0.25)"
6002470,6002558,0.125,"[0.125,0.25)"
6002470,6003048,0.25,"[0.25,0.5)"
6002470,6003049,0.125,"[0.125,0.25)"
6002470,6003050,0.125,"[0.125,0.25)"
6002470,6003051,0.25,"[0.25,0.5)"
6002470,6003052,0.25,"[0.25,0.5)"
6002471,6002467,0.5,"[0.5,1)"
6002471,6002468,0.25,"[0.25,0.5)"
6002471,6002469,0.5,"[0.5,1)"
6002471,6002470,0.5,"[0.5,1)"
6002471,6002472,0.5,"[0.5,1)"
6002471,6002523,0.25,"[0.25,0.5)"
6002471,6002524,0.125,"[0.125,0.25)"
6002471,6002526,0.0625,"[0,0.125)"
6002471,6002531,0.25,"[0.25,0.5)"
6002471,6002532,0.125,"[0.125,0.25)"
6002471,6002533,0.125,"[0.125,0.25)"
6002471,6002555,0.25,"[0.25,0.5)"
6002471,6002557,0.125,"[0.125,0.25)"
6002471,6002558,0.125,"[0.125,0.25)"
6002471,6003048,0.25,"[0.25,0.5)"
6002471,6003049,0.125,"[0.125,0.25)"
6002471,6003050,0.125,"[0.125,0.25)"
6002471,6003051,0.25,"[0.25,0.5)"
6002471,6003052,0.25,"[0.25,0.5)"
6002472,6002467,0.5,"[0.5,1)"
6002472,6002468,0.25,"[0.25,0.5)"
6002472,6002469,0.5,"[0.5,1)"
6002472,6002470,0.5,"[0.5,1)"
6002472,6002471,0.5,"[0.5,1)"
6002472,6002523,0.25,"[0.25,0.5)"
6002472,6002524,0.125,"[0.125,0.25)"
6002472,6002526,0.0625,"[0,0.125)"
6002472,6002531,0.25,"[0.25,0.5)"
6002472,6002532,0.125,"[0.125,0.25)"
6002472,6002533,0.125,"[0.125,0.25)"
6002472,6002555,0.25,"[0.25,0.5)"
6002472,6002557,0.125,"[0.125,0.25)"
6002472,6002558,0.125,"[0.125,0.25)"
6002472,6003048,0.25,"[0.25,0.5)"
6002472,6003049,0.125,"[0.125,0.25)"
6002472,6003050,0.125,"[0.125,0.25)"
6002472,6003051,0.25,"[0.25,0.5)"
6002472,6003052,0.25,"[0.25,0.5)"
6002473,6002001,0.5,"[0.5,1)"
6002473,6002003,0.25,"[0.25,0.5)"
6002473,6002004,0.25,"[0.25,0.5)"
6002473,6002266,0.5,"[0.5,1)"
6002473,6002268,0.25,"[0.25,0.5)"
6002473,6002270,0.125,"[0.125,0.25)"
6002473,6002271,0.125,"[0.125,0.25)"
6002473,6002388,0.5,"[0.5,1)"
6002473,6002389,0.25,"[0.25,0.5)"
6002473,6002390,0.125,"[0.125,0.25)"
6002473,6002391,0.125,"[0.125,0.25)"
6002473,6002475,0.5,"[0.5,1)"
6002473,6002477,0.25,"[0.25,0.5)"
6002473,6002478,0.25,"[0.25,0.5)"
6002473,6002550,0.25,"[0.25,0.5)"
6002473,6002552,0.125,"[0.125,0.25)"
6002473,6002553,0.125,"[0.125,0.25)"
6002473,6002554,0.125,"[0.125,0.25)"
6002473,6002700,0.5,"[0.5,1)"
6002473,6002701,0.5,"[0.5,1)"
6002474,6002001,0.5,"[0.5,1)"
6002474,6002003,0.25,"[0.25,0.5)"
6002474,6002004,0.25,"[0.25,0.5)"
6002474,6002475,0.5,"[0.5,1)"
6002474,6002477,0.25,"[0.25,0.5)"
6002474,6002478,0.25,"[0.25,0.5)"
6002474,6003053,0.5,"[0.5,1)"
6002474,6003054,0.5,"[0.5,1)"
6002475,6002001,0.5,"[0.5,1)"
6002475,6002003,0.25,"[0.25,0.5)"
6002475,6002004,0.25,"[0.25,0.5)"
6002475,6002266,0.25,"[0.25,0.5)"
6002475,6002268,0.125,"[0.125,0.25)"
6002475,6002270,0.0625,"[0,0.125)"
6002475,6002271,0.0625,"[0,0.125)"
6002475,6002388,0.25,"[0.25,0.5)"
6002475,6002389,0.125,"[0.125,0.25)"
6002475,6002390,0.0625,"[0,0.125)"
6002475,6002391,0.0625,"[0,0.125)"
6002475,6002473,0.5,"[0.5,1)"
6002475,6002474,0.5,"[0.5,1)"
6002475,6002477,0.5,"[0.5,1)"
6002475,6002478,0.5,"[0.5,1)"
6002475,6002550,0.125,"[0.125,0.25)"
6002475,6002552,0.0625,"[0,0.125)"
6002475,6002553,0.0625,"[0,0.125)"
6002475,6002554,0.0625,"[0,0.125)"
6002475,6002700,0.25,"[0.25,0.5)"
6002475,6002701,0.25,"[0.25,0.5)"
6002475,6003053,0.25,"[0.25,0.5)"
6002475,6003054,0.25,"[0.25,0.5)"
6002476,6002477,0.5,"[0.5,1)"
6002476,6002478,0.5,"[0.5,1)"
6002476,6003055,0.5,"[0.5,1)"
6002476,6003056,0.5,"[0.5,1)"
6002477,6002001,0.25,"[0.25,0.5)"
6002477,6002003,0.125,"[0.125,0.25)"
6002477,6002004,0.125,"[0.125,0.25)"
6002477,6002266,0.125,"[0.125,0.25)"
6002477,6002268,0.0625,"[0,0.125)"
6002477,6002270,0.03125,"[0,0.125)"
6002477,6002271,0.03125,"[0,0.125)"
6002477,6002388,0.125,"[0.125,0.25)"
6002477,6002389,0.0625,"[0,0.125)"
6002477,6002390,0.03125,"[0,0.125)"
6002477,6002391,0.03125,"[0,0.125)"
6002477,6002473,0.25,"[0.25,0.5)"
6002477,6002474,0.25,"[0.25,0.5)"
6002477,6002475,0.5,"[0.5,1)"
6002477,6002476,0.5,"[0.5,1)"
6002477,6002478,0.5,"[0.5,1)"
6002477,6002550,0.0625,"[0,0.125)"
6002477,6002552,0.03125,"[0,0.125)"
6002477,6002553,0.03125,"[0,0.125)"
6002477,6002554,0.03125,"[0,0.125)"
6002477,6002700,0.125,"[0.125,0.25)"
6002477,6002701,0.125,"[0.125,0.25)"
6002477,6003053,0.125,"[0.125,0.25)"
6002477,6003054,0.125,"[0.125,0.25)"
6002477,6003055,0.25,"[0.25,0.5)"
6002477,6003056,0.25,"[0.25,0.5)"
6002478,6002001,0.25,"[0.25,0.5)"
6002478,6002003,0.125,"[0.125,0.25)"
6002478,6002004,0.125,"[0.125,0.25)"
6002478,6002266,0.125,"[0.125,0.25)"
6002478,6002268,0.0625,"[0,0.125)"
